"visitors_pool_total","sportbad_closed","freizeitbad_closed","sauna_closed","kursbecken_closed","event","price_adult_90min","price_adult_max","price_reduced_90min","price_reduced_max","sloop_dummy","sloop_days_since_opening","school_holiday","bank_holiday","Month","Day of month","Day of week","date_time (#1)","Year","precipitation_DWD","snow_height_DWD","air_humidity_UniOS","air_pressure_UniOS","global_solar_radiation_UniOS","temperature_UniOS","wind_speed_avg_UniOS","wind_speed_max_UniOS"
2280,1,0,1,0,0,4.6,7.6,2.6,4.6,0,0,1,0,7,1,4,"2009-07-01",2009,0.0,0,69.54530054644808,1011.5613661202198,336.9537158469946,33.83409836065571,7.793387978142078,33.04
1954,1,0,1,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,2,5,"2009-07-02",2009,0.0,0,62.89316872427978,1008.738930041152,374.1220164609054,24.91674897119342,10.056666666666665,32.28
2701,1,0,1,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,3,6,"2009-07-03",2009,0.6,0,66.11357638888896,1003.2497916666676,288.4104166666669,24.54996527777774,8.06048611111111,46.44
1779,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,4,7,"2009-07-04",2009,0.0,0,67.77166666666669,1002.5085069444453,293.67527777777786,21.221215277777773,10.646874999999996,31.56
2707,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,5,1,"2009-07-05",2009,3.1,0,53.557986111111184,1000.9211111111114,384.19336805555554,22.31649305555557,5.233263888888891,27.84
1464,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,6,2,"2009-07-06",2009,0.0,0,72.4740277777777,997.6110416666694,287.8928819444443,19.147604166666675,11.413055555555552,51.8
1568,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,8,4,"2009-07-08",2009,8.4,0,82.58421686746985,995.2082329317274,174.35526104417656,14.826546184738959,14.549959839357433,50.82
1559,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,9,5,"2009-07-09",2009,7.6,0,80.43732638888885,1000.7935763888911,202.04343750000012,13.258090277777788,14.021388888888891,44.17
1607,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,10,6,"2009-07-10",2009,14.4,0,86.3643055555556,999.6298958333355,98.79989583333327,12.1645486111111,17.378263888888874,64.29
1684,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,11,7,"2009-07-11",2009,4.5,0,82.07788194444451,1003.182986111111,160.57937499999997,13.451597222222219,10.687881944444449,35.13
2800,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,12,1,"2009-07-12",2009,2.0,0,87.3407986111111,1000.0614236111128,117.56059027777762,15.90854166666666,7.956736111111113,29.57
1535,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,13,2,"2009-07-13",2009,0.0,0,67.95017361111118,1001.3712499999963,330.46413194444426,18.525868055555538,10.542708333333337,39.11
1979,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,14,3,"2009-07-14",2009,0.0,0,65.57190972222223,1000.6977083333378,301.0943402777777,20.945138888888916,8.571736111111115,54.99
1997,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,15,4,"2009-07-15",2009,0.0,0,64.79767361111116,1005.4479166666691,329.6265972222224,21.716145833333336,12.06611111111111,47.25
2256,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,16,5,"2009-07-16",2009,0.0,0,55.80138888888888,1010.4993402777768,327.69802083333315,21.63277777777779,7.413229166666671,32.28
1591,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,17,6,"2009-07-17",2009,0.8,0,63.11857638888893,999.5806944444469,196.0542708333333,20.359513888888884,10.591493055555544,39.67
1473,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,18,7,"2009-07-18",2009,0.0,0,71.18940972222224,997.7511458333322,154.7809027777778,16.40718750000002,15.883333333333322,52.82
1640,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,20,2,"2009-07-20",2009,4.0,0,73.42892361111109,1003.8795486111123,243.81482638888895,16.00743055555556,14.973923611111111,49.87
2015,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,21,3,"2009-07-21",2009,27.0,0,65.94934027777781,1002.2264236111126,313.8234027777777,20.086944444444438,8.309027777777771,43.46
1926,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,23,5,"2009-07-23",2009,14.6,0,85.07586805555566,993.6294097222243,116.69885416666676,18.12597222222222,8.370138888888892,27.84
1798,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,24,6,"2009-07-24",2009,16.1,0,81.74003472222223,1001.0867361111128,243.7155555555557,16.055416666666677,11.43430555555556,43.46
2183,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,26,1,"2009-07-26",2009,0.0,0,65.25385416666668,1010.3812152777786,278.3044097222223,17.900624999999998,10.24145833333334,37.01
2318,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,27,2,"2009-07-27",2009,1.9,0,60.999618055555544,1001.9366319444487,306.50215277777795,21.0054861111111,11.79944444444444,48.09
1708,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,28,3,"2009-07-28",2009,0.0,0,70.60440972222227,1008.9552083333385,239.2120138888889,17.022743055555555,12.105173611111114,35.58
2129,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,29,4,"2009-07-29",2009,3.2,0,75.07276315789471,1009.8193421052624,1.6410526315789469,13.648026315789467,6.5192105263157885,15.84
1998,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,30,5,"2009-07-30",2009,1.5,0,65.60153846153844,1008.2581318681316,396.00401098901096,17.561208791208784,19.0128021978022,58.61
1566,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,7,31,6,"2009-07-31",2009,0.0,0,64.07840277777775,1012.6250694444475,324.5565624999997,16.49982638888888,8.560243055555556,27.57
1691,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,8,1,7,"2009-08-01",2009,0.4,0,60.637187500000046,1004.1965625000009,248.54829861111097,19.435694444444433,7.931597222222218,34.26
2601,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,8,2,1,"2009-08-02",2009,2.0,0,80.48902777777771,999.0979861111123,129.91600694444458,17.99409722222219,8.757152777777783,34.69
1626,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,8,3,2,"2009-08-03",2009,0.0,0,73.58170138888889,1006.3002430555579,191.89791666666665,16.256423611111106,6.530555555555556,26.8
3483,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,8,5,4,"2009-08-05",2009,0.0,0,53.00285714285713,1011.6034494773568,334.4722996515677,21.726724738675962,7.429581881533104,28.68
2069,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,8,6,5,"2009-08-06",2009,0.0,0,52.5666666666666,1010.2830555555582,326.1428819444444,23.59347222222223,8.878854166666665,38.03
2055,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,8,9,1,"2009-08-09",2009,0.0,0,85.2889930555556,1008.0972569444457,128.6310416666667,19.197465277777773,6.681597222222225,22.12
980,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,8,11,3,"2009-08-11",2009,1.0,0,80.3051041666667,1005.9583680555546,161.407326388889,18.480625,9.240277777777772,30.2
1171,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,8,12,4,"2009-08-12",2009,1.4,0,84.082787456446,1006.3126829268302,102.81076655052264,17.27034843205574,11.722926829268287,41.48
1049,1,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,8,13,5,"2009-08-13",2009,0.0,0,76.01517361111117,1005.3779166666625,202.4428472222224,17.127812499999997,8.26142361111111,26.31
997,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,8,14,6,"2009-08-14",2009,0.0,0,69.56357638888889,1008.0873263888877,242.69847222222228,16.918229166666666,5.841597222222221,25.6
1471,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,15,7,"2009-08-15",2009,0.0,0,60.33145833333336,1005.2886805555572,297.5215972222222,20.77927083333333,12.366215277777775,40.26
834,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,17,2,"2009-08-17",2009,3.5,0,77.43163194444446,1003.423958333332,225.02770833333355,18.638333333333332,10.364131944444445,40.86
2613,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,20,5,"2009-08-20",2009,6.8,0,55.59354166666664,1006.1034722222206,225.42572916666666,26.06298611111111,10.909340277777774,46.44
957,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,21,6,"2009-08-21",2009,0.0,0,73.78319444444449,1009.2278819444449,227.99517361111126,18.81184027777779,10.667048611111106,33.85
1180,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,22,7,"2009-08-22",2009,0.0,0,67.9379166666667,1013.1922916666712,253.87434027777783,17.12138888888889,9.2414236111111,30.86
1987,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,23,1,"2009-08-23",2009,0.0,0,61.71961805555551,1011.7810416666671,289.5086111111112,18.906354166666667,7.8180902777777765,36.52
1054,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,24,2,"2009-08-24",2009,0.0,0,53.93114583333332,1000.9130555555587,300.59628472222226,21.305486111111115,9.819791666666676,45.66
668,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,25,3,"2009-08-25",2009,1.0,0,76.07197916666667,999.6084375000038,95.0372569444445,19.504444444444438,7.689722222222217,28.97
611,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,26,4,"2009-08-26",2009,0.0,0,66.8332638888889,1004.8072222222236,243.4126388888891,18.562604166666663,9.216597222222212,35.13
758,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,27,5,"2009-08-27",2009,0.0,0,62.14222222222228,1004.1422222222261,238.91781250000005,21.341006944444448,9.837777777777777,48.09
744,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,28,6,"2009-08-28",2009,0.2,0,68.70170138888886,1000.650833333337,182.28750000000008,18.126979166666672,14.654374999999995,57.35
1585,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,8,30,1,"2009-08-30",2009,0.0,0,71.208125,1008.9305208333335,161.43218750000017,13.800659722222216,11.716562500000002,45.66
790,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,1,3,"2009-09-01",2009,3.8,0,64.55364583333339,999.8993402777774,133.59722222222237,19.61447916666667,11.956944444444444,51.8
539,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,2,4,"2009-09-02",2009,2.6,0,74.79986111111114,1002.0447222222249,166.01309027777785,16.62506944444445,13.113993055555556,40.86
1529,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,5,7,"2009-09-05",2009,15.4,0,84.16062499999995,1004.0071180555587,126.48548611111116,13.219444444444445,15.73638888888889,52.82
1540,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,6,1,"2009-09-06",2009,0.0,0,79.42347222222219,1011.9988541666648,95.5090972222222,13.557534722222224,12.264583333333334,32.66
651,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,8,3,"2009-09-08",2009,0.0,0,66.01194444444448,1011.4805902777812,245.95607638888896,19.737847222222225,6.65583333333333,26.07
523,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,10,5,"2009-09-10",2009,0.0,0,75.68020833333333,1020.3904513888928,116.96614583333354,15.431562499999993,9.877777777777773,36.04
816,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,9,12,7,"2009-09-12",2009,0.0,0,77.9636111111111,1016.838506944445,135.45013888888917,14.345034722222222,6.246736111111109,26.55
623,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,14,2,"2009-09-14",2009,4.8,0,78.15843750000003,1009.6877430555562,113.32739583333337,13.840347222222215,12.044826388888886,46.44
481,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,16,4,"2009-09-16",2009,0.0,0,83.08326388888898,1007.8012847222282,115.53013888888869,15.428888888888874,12.307881944444453,40.86
593,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,18,6,"2009-09-18",2009,0.0,0,73.97958333333331,1009.1016319444451,224.0988194444446,14.515659722222226,6.945347222222225,37.01
768,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,19,7,"2009-09-19",2009,0.0,0,70.36645833333336,1005.6748611111107,208.75392361111105,18.11302083333334,6.433506944444435,27.84
1124,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,20,1,"2009-09-20",2009,0.0,0,80.26309027777779,1007.8388888888907,168.22541666666677,17.635069444444433,5.701423611111112,37.01
676,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,21,2,"2009-09-21",2009,0.0,0,77.54677083333338,1014.320798611111,195.77038194444458,14.48135416666667,5.242569444444445,22.8
583,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,23,4,"2009-09-23",2009,0.0,0,79.20656250000006,1013.2515277777779,77.3415625,15.156493055555561,12.803923611111113,35.58
546,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,25,6,"2009-09-25",2009,0.0,0,80.7996875,1015.7844097222246,96.11451388888888,12.518368055555554,4.121250000000003,16.59
615,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,28,2,"2009-09-28",2009,0.0,0,84.94670138888893,1011.874895833336,89.02802083333341,13.278368055555557,10.175555555555555,40.26
541,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,29,3,"2009-09-29",2009,6.8,0,89.32298611111112,1006.8390277777758,60.819027777777805,14.064201388888883,13.465555555555552,39.67
528,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,9,30,4,"2009-09-30",2009,2.6,0,88.30864583333334,1005.884687500002,95.01732638888882,12.85583333333333,8.662326388888884,29.89
390,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,1,5,"2009-10-01",2009,0.2,0,79.9580902777779,1001.5657638888899,114.08385416666657,12.274340277777782,11.611284722222225,47.25
1241,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,3,10,3,7,"2009-10-03",2009,2.8,0,79.8532986111112,997.2585069444461,61.793194444444374,11.514652777777776,23.192395833333332,69.36
878,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,10,5,2,"2009-10-05",2009,2.6,0,80.9247569444445,1003.4721180555553,64.8614583333333,9.359201388888888,7.421145833333333,29.27
859,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,10,6,3,"2009-10-06",2009,4.6,0,92.18111111111118,999.3755208333369,44.74895833333342,12.444340277777776,8.653958333333334,34.69
1069,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,10,7,4,"2009-10-07",2009,44.6,0,89.40239583333333,998.1820138888893,70.76440972222218,16.939618055555545,15.2021875,45.66
826,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,10,9,6,"2009-10-09",2009,2.9,0,77.49718750000004,1010.8662499999991,149.11854166666652,8.568888888888884,6.842395833333338,35.13
914,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,10,10,7,"2009-10-10",2009,3.6,0,89.62993055555559,1000.4264583333339,35.80701388888896,9.671284722222225,8.197743055555557,28.39
1676,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,10,11,1,"2009-10-11",2009,7.6,0,90.89475694444445,998.9998263888896,54.263611111111096,10.561076388888896,11.62996527777778,38.56
1677,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,10,12,2,"2009-10-12",2009,1.3,0,82.5441319444445,1004.6608333333352,116.08843749999988,8.578333333333331,11.291562500000008,46.44
1273,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,10,13,3,"2009-10-13",2009,0.0,0,82.39152777777787,1015.3043055555562,125.25690972222232,6.908159722222226,8.623819444444443,47.25
1507,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,10,14,4,"2009-10-14",2009,0.0,0,74.15125000000003,1019.9389583333328,148.1310763888888,3.591319444444445,7.290694444444442,32.28
1513,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,10,15,5,"2009-10-15",2009,0.9,0,72.71923611111103,1017.0242013888915,167.1489236111112,3.6065625000000003,7.3821527777777805,33.85
1352,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,10,16,6,"2009-10-16",2009,2.9,0,84.8753472222222,1007.8443055555542,80.74559027777774,7.267881944444438,14.194270833333338,58.61
1347,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,10,18,1,"2009-10-18",2009,0.0,0,80.20111111111115,1011.5507638888931,150.41371527777756,5.533229166666669,4.174305555555557,20.04
1042,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,10,19,2,"2009-10-19",2009,0.0,0,79.39295138888895,1006.9754513888903,77.56277777777767,6.713506944444447,8.144027777777785,39.11
915,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,10,20,3,"2009-10-20",2009,0.0,0,71.98184027777776,999.5516666666687,145.51187499999978,5.7753819444444465,11.33854166666667,48.09
1063,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,10,21,4,"2009-10-21",2009,0.0,0,73.36059027777776,995.5630208333342,105.69465277777772,6.149618055555553,12.5923611111111,43.46
989,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,10,23,6,"2009-10-23",2009,0.0,0,82.89440972222229,999.7319791666679,68.35819444444442,8.793020833333337,3.844027777777779,14.3
1544,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,25,1,"2009-10-25",2009,0.0,0,81.98888501742164,1000.9532055749129,84.79627177700344,12.738397212543545,15.620731707317075,44.17
526,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,27,3,"2009-10-27",2009,0.0,0,90.29621527777773,1010.3184027777829,36.57052083333347,10.826006944444453,7.542951388888895,25.6
524,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,28,4,"2009-10-28",2009,0.2,0,82.74302083333335,1008.3496875000013,80.65506944444441,10.532256944444448,5.535694444444442,20.88
557,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,29,5,"2009-10-29",2009,0.1,0,93.4125694444445,1011.2897569444477,30.150173611111214,11.382534722222227,3.8756250000000003,12.62
668,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,30,6,"2009-10-30",2009,0.0,0,91.21861111111122,1016.8692361111155,57.747951388888836,9.639201388888884,7.359930555555555,30.86
737,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,10,31,7,"2009-10-31",2009,0.0,0,87.16298611111104,1014.2300347222239,65.83638888888908,5.839236111111116,7.442673611111112,24.73
526,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,5,5,"2009-11-05",2009,2.8,0,88.48284722222226,981.4724305555584,23.137673611111104,7.453055555555561,13.99753472222222,48.97
1393,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,11,7,7,"2009-11-07",2009,2.2,0,85.91875000000006,986.7120833333352,32.70364583333334,7.0975,11.56697916666667,47.25
1304,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,8,1,"2009-11-08",2009,0.0,0,87.79135416666672,995.3549305555558,80.51006944444458,6.977812500000001,7.593194444444445,29.57
519,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,9,2,"2009-11-09",2009,5.2,0,91.81659722222224,1000.4256597222242,14.601666666666672,5.585486111111112,10.764513888888885,36.04
493,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,10,3,"2009-11-10",2009,17.0,0,94.35975694444453,996.6687500000036,24.16628472222221,5.563819444444445,9.268125000000005,25.83
479,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,11,4,"2009-11-11",2009,2.0,0,91.87600694444446,995.4059722222241,20.714305555555555,6.821180555555559,13.016076388888877,31.21
584,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,13,6,"2009-11-13",2009,1.2,0,82.73322916666669,996.1586805555552,33.79927083333345,11.347118055555546,14.168923611111104,43.46
1147,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,14,7,"2009-11-14",2009,0.9,0,75.1308680555556,993.9660069444474,20.643680555555548,12.666770833333326,15.29659722222222,48.97
1574,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,15,1,"2009-11-15",2009,2.7,0,84.00326388888891,998.3155208333337,36.660416666666656,9.927152777777785,13.41861111111111,54.99
581,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,16,2,"2009-11-16",2009,0.6,0,87.82739583333334,995.9471527777795,21.585902777777765,9.2690625,9.47614583333333,39.11
470,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,17,3,"2009-11-17",2009,0.0,0,78.23319444444444,997.9656250000018,33.68774305555553,10.53190972222222,15.943680555555565,43.46
479,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,19,5,"2009-11-19",2009,0.0,0,72.78965277777783,1006.885798611113,57.98795138888889,10.889236111111122,19.11680555555556,57.35
592,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,23,2,"2009-11-23",2009,22.3,0,82.73166666666664,987.606666666667,16.277118055555544,8.896736111111112,25.948437500000015,82.44
483,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,24,3,"2009-11-24",2009,0.9,0,82.96836805555557,994.6784027777804,21.230034722222236,10.30170138888889,21.92256944444445,58.61
459,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,26,5,"2009-11-26",2009,12.0,0,78.95829861111115,993.0675000000031,22.77368055555555,8.190173611111112,23.51336805555555,75.33
558,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,27,6,"2009-11-27",2009,3.6,0,84.92402777777781,988.935069444445,19.972395833333312,6.511701388888893,19.63690972222221,75.33
555,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,11,30,2,"2009-11-30",2009,0.0,0,83.49305555555557,985.9260416666675,41.268680555555534,6.5644791666666675,6.0659374999999995,22.98
448,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,1,3,"2009-12-01",2009,0.0,0,84.93010416666665,997.6513194444474,53.294166666666655,3.149201388888891,3.6084722222222214,26.31
468,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,2,4,"2009-12-02",2009,0.3,0,86.66840277777781,997.9286805555562,34.85291666666665,2.2829513888888884,7.63732638888889,32.66
454,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,3,5,"2009-12-03",2009,0.5,0,82.7493402777778,989.2403125000021,34.69392361111107,7.367743055555558,15.544270833333334,50.82
512,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,4,6,"2009-12-04",2009,0.0,0,80.34666666666672,995.1740972222223,28.486493055555563,5.105347222222219,12.859722222222226,43.46
